reporting_date,region,state,n_offices,n_credit_accounts,credit_limit_rs,amount_outstanding_rs
2025-12-31,SOUTHERN REGION,Puducherry,238,680178,312556877000,248988092000
2025-12-31,SOUTHERN REGION,Tamil Nadu,12345,38586269,25981818501000,18640197497000
2025-12-31,SOUTHERN REGION,Telangana,5295,15089141,14804818231000,10179085162000
2025-12-31,WESTERN REGION,Dadra & Nagar Haveli and Daman & Diu,112,149621,117725584000,79639088000
2025-12-31,WESTERN REGION,Goa,686,559116,520326062000,347428127000
2025-12-31,WESTERN REGION,Gujarat,8649,15040459,17716081116000,11147184400000
2025-12-31,WESTERN REGION,Maharashtra,13703,102715450,95984715956000,55630961867000
2026-03-31,CENTRAL REGION,Chhattisgarh,2524,3291056,3446810440000,2377473582000
2026-03-31,CENTRAL REGION,Madhya Pradesh,6574,12405878,8656867888000,5718554908000
2026-03-31,CENTRAL REGION,Uttar Pradesh,14935,24455369,14806181153000,10156719397000
2026-03-31,CENTRAL REGION,Uttarakhand,2024,1911936,1615522413000,1118380650000
2026-03-31,EASTERN REGION,Andaman & Nicobar Islands,73,86062,67910958000,51304385000
2026-03-31,EASTERN REGION,Bihar,6068,12136592,4090878517000,2916808835000
2026-03-31,EASTERN REGION,Jharkhand,3042,4782528,2351810688000,1590101310000
2026-03-31,EASTERN REGION,Odisha,4927,8292977,4492790582000,2968817700000
2026-03-31,EASTERN REGION,Sikkim,183,126569,108099459000,77038970000
2026-03-31,EASTERN REGION,West Bengal,9048,16446632,11758011678000,7073179636000
2026-03-31,NORTH-EASTERN REGION,Arunachal Pradesh,196,165169,152351793000,114499131000
2026-03-31,NORTH-EASTERN REGION,Assam,2691,14003200,2260574950000,1535213924000
2026-03-31,NORTH-EASTERN REGION,Manipur,233,283223,191806748000,148780212000
2026-03-31,NORTH-EASTERN REGION,Meghalaya,295,292700,202660127000,148139753000
2026-03-31,NORTH-EASTERN REGION,Mizoram,140,125643,78809975000,58884140000
2026-03-31,NORTH-EASTERN REGION,Nagaland,218,231523,147608893000,109174143000
2026-03-31,NORTH-EASTERN REGION,Tripura,477,710786,207719587000,157243571000
2026-03-31,NORTHERN REGION,Chandigarh,414,551985,1833351747000,1057282104000
2026-03-31,NORTHERN REGION,Delhi,3862,7751690,34674999768000,19881421414000
2026-03-31,NORTHERN REGION,Haryana,4990,8547338,10534937080000,6852021817000
2026-03-31,NORTHERN REGION,Himachal Pradesh,1507,1258391,924787077000,648867951000
2026-03-31,NORTHERN REGION,Jammu & Kashmir,1652,3357929,1618884739000,1156766995000
2026-03-31,NORTHERN REGION,Ladakh,98,89635,66457012000,47656980000
2026-03-31,NORTHERN REGION,Punjab,6389,7227962,7962945677000,4279991487000
2026-03-31,NORTHERN REGION,Rajasthan,7209,13296400,10141657532000,7084208741000
2026-03-31,SOUTHERN REGION,Andhra Pradesh,6736,18966485,10917424215000,8466931772000
2026-03-31,SOUTHERN REGION,Karnataka,9570,21528077,20871002400000,13893110084000
2026-03-31,SOUTHERN REGION,Kerala,6615,14590248,9389773262000,6686227116000
2026-03-31,SOUTHERN REGION,Lakshadweep,18,9722,3125367000,2357339000
2026-03-31,SOUTHERN REGION,Puducherry,237,678786,332404636000,265923067000
2026-03-31,SOUTHERN REGION,Tamil Nadu,12446,38657560,27350153062000,19710348362000
2026-03-31,SOUTHERN REGION,Telangana,5355,15127192,15368785246000,10568821903000
2026-03-31,WESTERN REGION,Dadra & Nagar Haveli and Daman & Diu,113,149441,123024244000,82003702000
2026-03-31,WESTERN REGION,Goa,684,555897,537593850000,359822580000
2026-03-31,WESTERN REGION,Gujarat,8694,15089226,18577059117000,11588596470000
2026-03-31,WESTERN REGION,Maharashtra,13800,104807184,100482442261000,59409078137000
2026-06-30,CENTRAL REGION,Chhattisgarh,2569,3361117,3761696988000,2597570955000
2026-06-30,CENTRAL REGION,Madhya Pradesh,6658,12572340,9238470120000,6101105421000
2026-06-30,CENTRAL REGION,Uttar Pradesh,15128,25108206,16035646885000,10915007930000
2026-06-30,CENTRAL REGION,Uttarakhand,2038,1960415,1721089143000,1201893167000
2026-06-30,EASTERN REGION,Andaman & Nicobar Islands,73,87736,70945946000,53730329000
2026-06-30,EASTERN REGION,Bihar,6133,11896653,4299904764000,3108193046000
2026-06-30,EASTERN REGION,Jharkhand,3085,4784557,2486369728000,1695414242000
2026-06-30,EASTERN REGION,Odisha,4967,8287610,5100879747000,3214552076000
2026-06-30,EASTERN REGION,Sikkim,184,128797,116305666000,84840110000
2026-06-30,EASTERN REGION,West Bengal,9117,16304556,12494224114000,7594005160000
2026-06-30,NORTH-EASTERN REGION,Arunachal Pradesh,205,168678,161006994000,120509930000
2026-06-30,NORTH-EASTERN REGION,Assam,2719,14510358,2414950432000,1644402174000
2026-06-30,NORTH-EASTERN REGION,Manipur,239,288091,203368583000,156791078000
2026-06-30,NORTH-EASTERN REGION,Meghalaya,294,295665,208716278000,153788162000
2026-06-30,NORTH-EASTERN REGION,Mizoram,142,126756,80969209000,60303780000
2026-06-30,NORTH-EASTERN REGION,Nagaland,225,234682,153997120000,113729595000
2026-06-30,NORTH-EASTERN REGION,Tripura,481,703024,216101978000,163486914000
2026-06-30,NORTHERN REGION,Chandigarh,413,573733,1865403026000,1178663643000
2026-06-30,NORTHERN REGION,Delhi,3878,7993576,35711551915000,20816451445000
2026-06-30,NORTHERN REGION,Haryana,5043,8842961,11595339704000,7627991389000
2026-06-30,NORTHERN REGION,Himachal Pradesh,1519,1287292,977560753000,684449459000
2026-06-30,NORTHERN REGION,Jammu & Kashmir,1662,3394765,1675680734000,1204076654000
2026-06-30,NORTHERN REGION,Ladakh,98,93145,70374319000,50368099000
2026-06-30,NORTHERN REGION,Punjab,6427,7389021,8692455560000,4613925617000
2026-06-30,NORTHERN REGION,Rajasthan,7290,13696400,10969417821000,7640847456000
2026-06-30,SOUTHERN REGION,Andhra Pradesh,6792,19052860,11601727462000,8954162436000
2026-06-30,SOUTHERN REGION,Karnataka,9686,21624387,22674820792000,15077521791000
2026-06-30,SOUTHERN REGION,Kerala,6680,15196433,9883791438000,6937162004000
2026-06-30,SOUTHERN REGION,Lakshadweep,18,9964,3225670000,2409918000
2026-06-30,SOUTHERN REGION,Puducherry,238,689766,362521015000,290984601000
2026-06-30,SOUTHERN REGION,Tamil Nadu,12579,39357859,29226483570000,20963382294000
2026-06-30,SOUTHERN REGION,Telangana,5418,15450805,16892359275000,11483580830000
2026-06-30,WESTERN REGION,Dadra & Nagar Haveli and Daman & Diu,114,160805,143849482000,96084231000
2026-06-30,WESTERN REGION,Goa,687,570581,592475370000,390399273000
2026-06-30,WESTERN REGION,Gujarat,8807,15819874,20626697206000,13059614501000
2026-06-30,WESTERN REGION,Maharashtra,14000,93071391,93060454160000,53547065877000
